 0.000000  362.0 237.0
 0.010000  365.0 236.0
 0.020000  369.0 236.0
 0.030000  373.0 236.0
 0.040000  377.0 236.0
 0.050000  381.0 236.0
 0.060000  385.0 236.0
 0.070000  389.0 237.0
 0.080000  393.0 237.0
 0.090000  397.0 237.0
 0.100000  401.0 237.0
 0.110000  405.0 237.0
 0.120000  409.0 237.0
 0.130000  413.0 237.0
 0.140000  417.0 237.0
 0.150000  421.0 237.0
 0.160000  425.0 237.0
 0.170000  429.0 237.0
 0.180000  432.0 237.0
 0.190000  437.0 238.0
