prefix x y kind data filename
2d_ -0.3100  0.2925 total_integrated_signal 0 2d_000094.img
2d_ -0.3100  0.2925 median_integrated_signal nan 2d_000094.img
2d_ -0.3000  0.2925 n_spots 0 2d_000095.img
2d_ -0.3000  0.2925 total_integrated_signal 0 2d_000095.img
2d_ -0.3000  0.2925 median_integrated_signal nan 2d_000095.img
2d_ -0.0900  0.2925 n_spots 0 2d_000116.img
2d_ -0.0900  0.2925 total_integrated_signal 0 2d_000116.img
2d_ -0.0900  0.2925 median_integrated_signal nan 2d_000116.img
2d_ -0.2900  0.2925 n_spots 0 2d_000096.img
2d_ -0.2900  0.2925 total_integrated_signal 0 2d_000096.img
2d_ -0.2900  0.2925 median_integrated_signal nan 2d_000096.img
2d_ -0.2600  0.2925 n_spots 0 2d_000099.img
2d_ -0.2600  0.2925 total_integrated_signal 0 2d_000099.img
2d_ -0.2600  0.2925 median_integrated_signal nan 2d_000099.img
2d_ -0.0800  0.2925 n_spots 0 2d_000117.img
2d_ -0.0800  0.2925 total_integrated_signal 0 2d_000117.img
2d_ -0.0800  0.2925 median_integrated_signal nan 2d_000117.img
2d_ -0.0300  0.2925 n_spots 0 2d_000122.img
2d_ -0.0300  0.2925 total_integrated_signal 0 2d_000122.img
2d_ -0.0300  0.2925 median_integrated_signal nan 2d_000122.img
2d_ -0.0400  0.2925 n_spots 0 2d_000121.img
2d_ -0.0400  0.2925 total_integrated_signal 0 2d_000121.img
2d_ -0.0400  0.2925 median_integrated_signal nan 2d_000121.img
2d_ -0.2200  0.2925 n_spots 0 2d_000103.img
2d_ -0.2200  0.2925 total_integrated_signal 0 2d_000103.img
2d_ -0.2200  0.2925 median_integrated_signal nan 2d_000103.img
2d_ -0.2400  0.2925 n_spots 0 2d_000101.img
2d_ -0.2400  0.2925 total_integrated_signal 0 2d_000101.img
2d_ -0.2400  0.2925 median_integrated_signal nan 2d_000101.img
2d_ -0.2500  0.2925 n_spots 0 2d_000100.img
2d_ -0.2500  0.2925 total_integrated_signal 0 2d_000100.img
2d_ -0.2500  0.2925 median_integrated_signal nan 2d_000100.img
2d_ -0.2700  0.2925 n_spots 0 2d_000098.img
2d_ -0.2700  0.2925 total_integrated_signal 0 2d_000098.img
2d_ -0.2700  0.2925 median_integrated_signal nan 2d_000098.img
2d_ -0.2800  0.2925 n_spots 0 2d_000097.img
2d_ -0.2800  0.2925 total_integrated_signal 0 2d_000097.img
2d_ -0.2800  0.2925 median_integrated_signal nan 2d_000097.img
2d_ -0.2000  0.2925 n_spots 0 2d_000105.img
2d_ -0.2000  0.2925 total_integrated_signal 0 2d_000105.img
2d_ -0.2000  0.2925 median_integrated_signal nan 2d_000105.img
2d_ -0.2300  0.2925 n_spots 0 2d_000102.img
2d_ -0.2300  0.2925 total_integrated_signal 0 2d_000102.img
2d_ -0.2300  0.2925 median_integrated_signal nan 2d_000102.img
2d_ -0.0100  0.2925 n_spots 0 2d_000124.img
2d_ -0.0100  0.2925 total_integrated_signal 0 2d_000124.img
